OrganisationID¬OrganisationCode¬OrganisationName¬MetricName¬Value¬Text
18082¬NLL04¬Launceston General Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18083¬NLL07¬Liskeard Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18085¬NLL09¬Stratton Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18090¬NLL16¬Falmouth Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18093¬NLL19¬Poltair Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18095¬NLL21¬St Mary's Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18102¬NLT02¬North Somerset Community Hospital¬A&E performance¬100.00%¬Patients seen within 4 hours
18102¬NLT02¬North Somerset Community Hospital¬Percentage of patients waiting less than 18 weeks¬99%¬99% of patients waiting less than 18 weeks from referral
18102¬NLT02¬North Somerset Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18271¬NQ106¬Fryatt Hospital, Harwich¬A&E performance¬100.00%¬Patients seen within 4 hours
40083¬RALRA¬Edgware Community Hospital¬Care hours per patient day¬8.88¬hours
40083¬RALRA¬Edgware Community Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
40083¬RALRA¬Edgware Community Hospital¬Estimated Procurement Savings Target¬371,145¬£371,145 - £2,196,525
40083¬RALRA¬Edgware Community Hospital¬Financial performance¬£160.78m Surplus¬
40083¬RALRA¬Edgware Community Hospital¬Infection control and cleanliness¬3¬Among the best
40083¬RALRA¬Edgware Community Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
40083¬RALRA¬Edgware Community Hospital¬Open and honest reporting¬2¬Among the best
40083¬RALRA¬Edgware Community Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Bottom 25%¬Bottom 25%
40083¬RALRA¬Edgware Community Hospital¬Patients assessed for blood clots¬95.89¬95.89% of patients assessed
40083¬RALRA¬Edgware Community Hospital¬Potential under-reporting of incidents¬2¬Within expected range
40083¬RALRA¬Edgware Community Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
40083¬RALRA¬Edgware Community Hospital¬Price Performance¬Bottom 25%¬Bottom 25%
40083¬RALRA¬Edgware Community Hospital¬Procurement Process Efficiency¬Middle 50%¬Middle 50%
40083¬RALRA¬Edgware Community Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
40083¬RALRA¬Edgware Community Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
40083¬RALRA¬Edgware Community Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬0.837¬Lower number of deaths than expected
40083¬RALRA¬Edgware Community Hospital¬Friends and Family Test score: Staff - Care¬81%¬staff recommend this hospital for care. 209 responses. 9216 staff work at this trust.
40083¬RALRA¬Edgware Community Hospital¬Friends and Family Test score: Staff - Work¬63%¬staff recommend this hospital as a place to work. 209 responses. 9216 staff work at this trust.
40083¬RALRA¬Edgware Community Hospital¬Recommended by staff¬74¬Within expected range with a value of 74%
40083¬RALRA¬Edgware Community Hospital¬Recommended by staff¬74¬Within expected range with a value of 74%
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬A&E performance¬¬Patients seen within 4 hours
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Care Quality Commission inspection ratings¬2¬Good
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Care Quality Commission inspection ratings¬2¬Good
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Care Quality Commission inspection ratings¬2¬Good
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Choice of breakfast¬1¬Amongst the best
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Choice of food¬98.38%¬98.38% Amongst the best
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Care hours per patient day¬9.2¬hours
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Cost of food services per patient per day¬£10.65¬
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Financial performance¬£1.42m Surplus¬
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Food available between meals¬1¬
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Fresh fruit available¬1¬
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Percentage of patients waiting less than 18 weeks¬88%¬88% of patients waiting less than 18 weeks from referral
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Friends and Family Test score: Inpatient¬95%¬Patients recommend this hospital. 387 responses
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Friends and Family Test score: Inpatient¬95%¬Patients recommend this hospital. 387 responses
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Menu approved by dietitian¬1¬
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Patients assessed for blood clots¬97.58¬97.58% of patients assessed
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬Worse than expected
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Quality of food¬85.44%¬85.44% Amongst the best
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Friends and Family Test score: Staff - Care¬NA¬staff recommend this hospital for care. 4 responses. 1610 staff work at this trust.
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Friends and Family Test score: Staff - Work¬NA¬staff recommend this hospital as a place to work. 4 responses. 1610 staff work at this trust.
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Recommended by staff¬88¬Among the best with a value of 88%
40087¬RAN01¬The Royal National Orthopaedic Hospital (Stanmore)¬Recommended by staff¬88¬Among the best with a value of 88%
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬A&E performance¬¬Patients seen within 4 hours
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Agency staff as a percentage of average expenditure¬5%¬Average expenditure with a value of 5%
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Care Quality Commission inspection ratings¬2¬Good
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Care Quality Commission inspection ratings¬2¬Good
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Care Quality Commission inspection ratings¬2¬Good
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Financial performance¬£1.42m Surplus¬
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Percentage of patients waiting less than 18 weeks¬88%¬88% of patients waiting less than 18 weeks from referral
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Patients assessed for blood clots¬97.58¬97.58% of patients assessed
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Friends and Family Test score: Staff - Care¬NA¬staff recommend this hospital for care. 4 responses. 1610 staff work at this trust.
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Friends and Family Test score: Staff - Work¬NA¬staff recommend this hospital as a place to work. 4 responses. 1610 staff work at this trust.
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Recommended by staff¬88¬Among the best with a value of 88%
40088¬RAN02¬Royal National Orthopaedic Hospital (Bolsover Street)¬Recommended by staff¬88¬Among the best with a value of 88%
40091¬RAPNM¬North Middlesex University Hospital¬A&E performance¬80.55%¬Patients seen within 4 hours
40091¬RAPNM¬North Middlesex University Hospital¬Friends and Family Test score: A&E¬63%¬Patients recommend this hospital. 900 responses
40091¬RAPNM¬North Middlesex University Hospital¬Agency staff as a percentage of average expenditure¬5%¬Average expenditure with a value of 5%
40091¬RAPNM¬North Middlesex University Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40091¬RAPNM¬North Middlesex University Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40091¬RAPNM¬North Middlesex University Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40091¬RAPNM¬North Middlesex University Hospital¬Choice of breakfast¬1¬Amongst the best
40091¬RAPNM¬North Middlesex University Hospital¬Choice of food¬90.43%¬90.43% Amongst the best
40091¬RAPNM¬North Middlesex University Hospital¬Care hours per patient day¬8.72¬hours
40091¬RAPNM¬North Middlesex University Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
40091¬RAPNM¬North Middlesex University Hospital¬Cost of food services per patient per day¬£11.83¬
40091¬RAPNM¬North Middlesex University Hospital¬Estimated Procurement Savings Target¬724,877¬£724,877 - £5,108,457
40091¬RAPNM¬North Middlesex University Hospital¬Financial performance¬£3.51m Surplus¬
40091¬RAPNM¬North Middlesex University Hospital¬Food available between meals¬1¬
40091¬RAPNM¬North Middlesex University Hospital¬Fresh fruit available¬2¬
40091¬RAPNM¬North Middlesex University Hospital¬Percentage of patients waiting less than 18 weeks¬94%¬94% of patients waiting less than 18 weeks from referral
40091¬RAPNM¬North Middlesex University Hospital¬Friends and Family Test score: Inpatient¬90%¬Patients recommend this hospital. 598 responses
40091¬RAPNM¬North Middlesex University Hospital¬Friends and Family Test score: Inpatient¬90%¬Patients recommend this hospital. 598 responses
40091¬RAPNM¬North Middlesex University Hospital¬Infection control and cleanliness¬1¬Among the worst
40091¬RAPNM¬North Middlesex University Hospital¬Friends and Family Test score: Labour ward¬91%¬Patients recommend this hospital. 81 responses
40091¬RAPNM¬North Middlesex University Hospital¬Menu approved by dietitian¬1¬
40091¬RAPNM¬North Middlesex University Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
40091¬RAPNM¬North Middlesex University Hospital¬Open and honest reporting¬2¬Among the best
40091¬RAPNM¬North Middlesex University Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Middle 50%¬Middle 50%
40091¬RAPNM¬North Middlesex University Hospital¬Patients assessed for blood clots¬95.15¬95.15% of patients assessed
40091¬RAPNM¬North Middlesex University Hospital¬Friends and Family Test score: Postnatal ward¬86%¬Patients recommend this hospital. 42 responses
40091¬RAPNM¬North Middlesex University Hospital¬Potential under-reporting of incidents¬2¬Within expected range
40091¬RAPNM¬North Middlesex University Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
40091¬RAPNM¬North Middlesex University Hospital¬Price Performance¬Middle 50%¬Middle 50%
40091¬RAPNM¬North Middlesex University Hospital¬Procurement Process Efficiency¬Bottom 25%¬Bottom 25%
40091¬RAPNM¬North Middlesex University Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
40091¬RAPNM¬North Middlesex University Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
40091¬RAPNM¬North Middlesex University Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
40091¬RAPNM¬North Middlesex University Hospital¬Quality of food¬82.96%¬82.96% Amongst the best
40091¬RAPNM¬North Middlesex University Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬0.875¬Lower number of deaths than expected
40091¬RAPNM¬North Middlesex University Hospital¬Friends and Family Test score: Staff - Care¬64%¬staff recommend this hospital for care. 184 responses. 3260 staff work at this trust.
40091¬RAPNM¬North Middlesex University Hospital¬Friends and Family Test score: Staff - Work¬67%¬staff recommend this hospital as a place to work. 184 responses. 3260 staff work at this trust.
40091¬RAPNM¬North Middlesex University Hospital¬Recommended by staff¬54¬Within expected range with a value of 54%
40091¬RAPNM¬North Middlesex University Hospital¬Recommended by staff¬54¬Within expected range with a value of 54%
40095¬RAS01¬Hillingdon Hospital¬A&E performance¬85.29%¬Patients seen within 4 hours
40095¬RAS01¬Hillingdon Hospital¬Friends and Family Test score: A&E¬66%¬Patients recommend this hospital. 360 responses
40095¬RAS01¬Hillingdon Hospital¬Agency staff as a percentage of average expenditure¬4%¬Average expenditure with a value of 4%
40095¬RAS01¬Hillingdon Hospital¬Care Quality Commission inspection ratings¬4¬Inadequate
40095¬RAS01¬Hillingdon Hospital¬Care Quality Commission inspection ratings¬4¬Inadequate
40095¬RAS01¬Hillingdon Hospital¬Care Quality Commission inspection ratings¬4¬Inadequate
40095¬RAS01¬Hillingdon Hospital¬Choice of breakfast¬1¬Amongst the best
40095¬RAS01¬Hillingdon Hospital¬Choice of food¬95.95%¬95.95% Amongst the best
40095¬RAS01¬Hillingdon Hospital¬Care hours per patient day¬8.68¬hours
40095¬RAS01¬Hillingdon Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
40095¬RAS01¬Hillingdon Hospital¬Cost of food services per patient per day¬£9.35¬
40095¬RAS01¬Hillingdon Hospital¬Estimated Procurement Savings Target¬422,951¬£422,951 - £1,752,500
40095¬RAS01¬Hillingdon Hospital¬Financial performance¬£-6.10m Deficit¬
40095¬RAS01¬Hillingdon Hospital¬Food available between meals¬1¬
40095¬RAS01¬Hillingdon Hospital¬Fresh fruit available¬1¬
40095¬RAS01¬Hillingdon Hospital¬Percentage of patients waiting less than 18 weeks¬88%¬88% of patients waiting less than 18 weeks from referral
40095¬RAS01¬Hillingdon Hospital¬Friends and Family Test score: Inpatient¬96%¬Patients recommend this hospital. 768 responses
40095¬RAS01¬Hillingdon Hospital¬Friends and Family Test score: Inpatient¬96%¬Patients recommend this hospital. 768 responses
40095¬RAS01¬Hillingdon Hospital¬Infection control and cleanliness¬1¬Among the worst
40095¬RAS01¬Hillingdon Hospital¬Friends and Family Test score: Labour ward¬96%¬Patients recommend this hospital. 167 responses
40095¬RAS01¬Hillingdon Hospital¬Menu approved by dietitian¬1¬
40095¬RAS01¬Hillingdon Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
40095¬RAS01¬Hillingdon Hospital¬Open and honest reporting¬2¬Among the best
40095¬RAS01¬Hillingdon Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Bottom 25%¬Bottom 25%
40095¬RAS01¬Hillingdon Hospital¬Patients assessed for blood clots¬96.28¬96.28% of patients assessed
40095¬RAS01¬Hillingdon Hospital¬Friends and Family Test score: Postnatal ward¬94%¬Patients recommend this hospital. 139 responses
40095¬RAS01¬Hillingdon Hospital¬Potential under-reporting of incidents¬2¬Within expected range
40095¬RAS01¬Hillingdon Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
40095¬RAS01¬Hillingdon Hospital¬Price Performance¬Middle 50%¬Middle 50%
40095¬RAS01¬Hillingdon Hospital¬Procurement Process Efficiency¬Bottom 25%¬Bottom 25%
40095¬RAS01¬Hillingdon Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
40095¬RAS01¬Hillingdon Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
40095¬RAS01¬Hillingdon Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
40095¬RAS01¬Hillingdon Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
40095¬RAS01¬Hillingdon Hospital¬Quality of food¬97.28%¬97.28% Amongst the best
40095¬RAS01¬Hillingdon Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬0.974¬Number of deaths within the expected range
40095¬RAS01¬Hillingdon Hospital¬Friends and Family Test score: Staff - Care¬44%¬staff recommend this hospital for care. 29 responses. 3284 staff work at this trust.
40095¬RAS01¬Hillingdon Hospital¬Friends and Family Test score: Staff - Work¬43%¬staff recommend this hospital as a place to work. 29 responses. 3284 staff work at this trust.
40095¬RAS01¬Hillingdon Hospital¬Recommended by staff¬65¬Within expected range with a value of 65%
40095¬RAS01¬Hillingdon Hospital¬Recommended by staff¬65¬Within expected range with a value of 65%
40096¬RAS02¬Mount Vernon Hospital¬A&E performance¬85.29%¬Patients seen within 4 hours
40096¬RAS02¬Mount Vernon Hospital¬Friends and Family Test score: A&E¬96%¬Patients recommend this hospital. 538 responses
40096¬RAS02¬Mount Vernon Hospital¬Agency staff as a percentage of average expenditure¬4%¬Average expenditure with a value of 4%
40096¬RAS02¬Mount Vernon Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40096¬RAS02¬Mount Vernon Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40096¬RAS02¬Mount Vernon Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40096¬RAS02¬Mount Vernon Hospital¬Choice of breakfast¬1¬Amongst the best
40096¬RAS02¬Mount Vernon Hospital¬Choice of food¬99.19%¬99.19% Amongst the best
40096¬RAS02¬Mount Vernon Hospital¬Care hours per patient day¬8.71¬hours
40096¬RAS02¬Mount Vernon Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
40096¬RAS02¬Mount Vernon Hospital¬Cost of food services per patient per day¬£10.84¬
40096¬RAS02¬Mount Vernon Hospital¬Estimated Procurement Savings Target¬422,951¬£422,951 - £1,752,500
40096¬RAS02¬Mount Vernon Hospital¬Financial performance¬£-6.10m Deficit¬
40096¬RAS02¬Mount Vernon Hospital¬Food available between meals¬1¬
40096¬RAS02¬Mount Vernon Hospital¬Fresh fruit available¬1¬
40096¬RAS02¬Mount Vernon Hospital¬Percentage of patients waiting less than 18 weeks¬88%¬88% of patients waiting less than 18 weeks from referral
40096¬RAS02¬Mount Vernon Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 250 responses
40096¬RAS02¬Mount Vernon Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 250 responses
40096¬RAS02¬Mount Vernon Hospital¬Infection control and cleanliness¬1¬Among the worst
40096¬RAS02¬Mount Vernon Hospital¬Menu approved by dietitian¬1¬
40096¬RAS02¬Mount Vernon Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
40096¬RAS02¬Mount Vernon Hospital¬Open and honest reporting¬2¬Among the best
40096¬RAS02¬Mount Vernon Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Bottom 25%¬Bottom 25%
40096¬RAS02¬Mount Vernon Hospital¬Patients assessed for blood clots¬96.28¬96.28% of patients assessed
40096¬RAS02¬Mount Vernon Hospital¬Potential under-reporting of incidents¬2¬Within expected range
40096¬RAS02¬Mount Vernon Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
40096¬RAS02¬Mount Vernon Hospital¬Price Performance¬Middle 50%¬Middle 50%
40096¬RAS02¬Mount Vernon Hospital¬Procurement Process Efficiency¬Bottom 25%¬Bottom 25%
40096¬RAS02¬Mount Vernon Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
40096¬RAS02¬Mount Vernon Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
40096¬RAS02¬Mount Vernon Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
40096¬RAS02¬Mount Vernon Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
40096¬RAS02¬Mount Vernon Hospital¬Quality of food¬97.90%¬97.90% Amongst the best
40096¬RAS02¬Mount Vernon Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬0.974¬Number of deaths within the expected range
40096¬RAS02¬Mount Vernon Hospital¬Friends and Family Test score: Staff - Care¬44%¬staff recommend this hospital for care. 29 responses. 3284 staff work at this trust.
40096¬RAS02¬Mount Vernon Hospital¬Friends and Family Test score: Staff - Work¬43%¬staff recommend this hospital as a place to work. 29 responses. 3284 staff work at this trust.
40096¬RAS02¬Mount Vernon Hospital¬Recommended by staff¬65¬Within expected range with a value of 65%
40096¬RAS02¬Mount Vernon Hospital¬Recommended by staff¬65¬Within expected range with a value of 65%
40109¬RAX01¬Kingston Hospital¬A&E performance¬89.52%¬Patients seen within 4 hours
40109¬RAX01¬Kingston Hospital¬Friends and Family Test score: A&E¬88%¬Patients recommend this hospital. 1446 responses
40109¬RAX01¬Kingston Hospital¬Agency staff as a percentage of average expenditure¬12%¬Significantly above average with a value of 12%
40109¬RAX01¬Kingston Hospital¬Care Quality Commission inspection ratings¬2¬Good
40109¬RAX01¬Kingston Hospital¬Care Quality Commission inspection ratings¬2¬Good
40109¬RAX01¬Kingston Hospital¬Care Quality Commission inspection ratings¬2¬Good
40109¬RAX01¬Kingston Hospital¬Choice of breakfast¬1¬Amongst the best
40109¬RAX01¬Kingston Hospital¬Choice of food¬91.53%¬91.53% Amongst the best
40109¬RAX01¬Kingston Hospital¬Care hours per patient day¬8.2¬hours
40109¬RAX01¬Kingston Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
40109¬RAX01¬Kingston Hospital¬Cost of food services per patient per day¬£6.60¬
40109¬RAX01¬Kingston Hospital¬Estimated Procurement Savings Target¬423,142¬£423,142 - £1,433,413
40109¬RAX01¬Kingston Hospital¬Financial performance¬£-3.74m Deficit¬
40109¬RAX01¬Kingston Hospital¬Food available between meals¬1¬
40109¬RAX01¬Kingston Hospital¬Fresh fruit available¬1¬
40109¬RAX01¬Kingston Hospital¬Percentage of patients waiting less than 18 weeks¬93%¬93% of patients waiting less than 18 weeks from referral
40109¬RAX01¬Kingston Hospital¬Friends and Family Test score: Inpatient¬97%¬Patients recommend this hospital. 1403 responses
40109¬RAX01¬Kingston Hospital¬Friends and Family Test score: Inpatient¬97%¬Patients recommend this hospital. 1403 responses
40109¬RAX01¬Kingston Hospital¬Infection control and cleanliness¬1¬Among the worst
40109¬RAX01¬Kingston Hospital¬Friends and Family Test score: Labour ward¬92%¬Patients recommend this hospital. 12 responses
40109¬RAX01¬Kingston Hospital¬Menu approved by dietitian¬1¬
40109¬RAX01¬Kingston Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
40109¬RAX01¬Kingston Hospital¬Open and honest reporting¬2¬Among the best
40109¬RAX01¬Kingston Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Middle 50%¬Middle 50%
40109¬RAX01¬Kingston Hospital¬Patients assessed for blood clots¬98.14¬98.14% of patients assessed
40109¬RAX01¬Kingston Hospital¬Friends and Family Test score: Postnatal ward¬94%¬Patients recommend this hospital. 32 responses
40109¬RAX01¬Kingston Hospital¬Potential under-reporting of incidents¬2¬Within expected range
40109¬RAX01¬Kingston Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
40109¬RAX01¬Kingston Hospital¬Price Performance¬Middle 50%¬Middle 50%
40109¬RAX01¬Kingston Hospital¬Procurement Process Efficiency¬Bottom 25%¬Bottom 25%
40109¬RAX01¬Kingston Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
40109¬RAX01¬Kingston Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
40109¬RAX01¬Kingston Hospital¬Quality of food¬82.08%¬82.08% Amongst the best
40109¬RAX01¬Kingston Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬0.775¬Lower number of deaths than expected
40109¬RAX01¬Kingston Hospital¬Friends and Family Test score: Staff - Care¬84%¬staff recommend this hospital for care. 80 responses. 3216 staff work at this trust.
40109¬RAX01¬Kingston Hospital¬Friends and Family Test score: Staff - Work¬70%¬staff recommend this hospital as a place to work. 80 responses. 3216 staff work at this trust.
40109¬RAX01¬Kingston Hospital¬Recommended by staff¬77¬Within expected range with a value of 77%
40109¬RAX01¬Kingston Hospital¬Recommended by staff¬77¬Within expected range with a value of 77%
40115¬RBA11¬Musgrove Park Hospital¬A&E performance¬89.49%¬Patients seen within 4 hours
40115¬RBA11¬Musgrove Park Hospital¬Friends and Family Test score: A&E¬92%¬Patients recommend this hospital. 380 responses
40115¬RBA11¬Musgrove Park Hospital¬Agency staff as a percentage of average expenditure¬2%¬Significantly below average with a value of 2%
40115¬RBA11¬Musgrove Park Hospital¬Care Quality Commission inspection ratings¬2¬Good
40115¬RBA11¬Musgrove Park Hospital¬Care Quality Commission inspection ratings¬2¬Good
40115¬RBA11¬Musgrove Park Hospital¬Care Quality Commission inspection ratings¬2¬Good
40115¬RBA11¬Musgrove Park Hospital¬Choice of breakfast¬1¬Amongst the best
40115¬RBA11¬Musgrove Park Hospital¬Choice of food¬91.84%¬91.84% Amongst the best
40115¬RBA11¬Musgrove Park Hospital¬Care hours per patient day¬7.88¬hours
40115¬RBA11¬Musgrove Park Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
40115¬RBA11¬Musgrove Park Hospital¬Cost of food services per patient per day¬£9.90¬
40115¬RBA11¬Musgrove Park Hospital¬Estimated Procurement Savings Target¬514,456¬£514,456 - £2,528,753
40115¬RBA11¬Musgrove Park Hospital¬Financial performance¬£0.06m Surplus¬
40115¬RBA11¬Musgrove Park Hospital¬Food available between meals¬1¬
40115¬RBA11¬Musgrove Park Hospital¬Fresh fruit available¬1¬
40115¬RBA11¬Musgrove Park Hospital¬Percentage of patients waiting less than 18 weeks¬75%¬75% of patients waiting less than 18 weeks from referral
40115¬RBA11¬Musgrove Park Hospital¬Friends and Family Test score: Inpatient¬97%¬Patients recommend this hospital. 1452 responses
40115¬RBA11¬Musgrove Park Hospital¬Friends and Family Test score: Inpatient¬97%¬Patients recommend this hospital. 1452 responses
40115¬RBA11¬Musgrove Park Hospital¬Infection control and cleanliness¬3¬Among the best
40115¬RBA11¬Musgrove Park Hospital¬Friends and Family Test score: Labour ward¬96%¬Patients recommend this hospital. 46 responses
40115¬RBA11¬Musgrove Park Hospital¬Menu approved by dietitian¬1¬
40115¬RBA11¬Musgrove Park Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
40115¬RBA11¬Musgrove Park Hospital¬Open and honest reporting¬2¬Among the best
40115¬RBA11¬Musgrove Park Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Middle 50%¬Middle 50%
40115¬RBA11¬Musgrove Park Hospital¬Patients assessed for blood clots¬94.28¬94.28% of patients assessed
40115¬RBA11¬Musgrove Park Hospital¬Friends and Family Test score: Postnatal ward¬94%¬Patients recommend this hospital. 78 responses
40115¬RBA11¬Musgrove Park Hospital¬Potential under-reporting of incidents¬2¬Within expected range
40115¬RBA11¬Musgrove Park Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
40115¬RBA11¬Musgrove Park Hospital¬Price Performance¬Middle 50%¬Middle 50%
40115¬RBA11¬Musgrove Park Hospital¬Procurement Process Efficiency¬Middle 50%¬Middle 50%
40115¬RBA11¬Musgrove Park Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
40115¬RBA11¬Musgrove Park Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
40115¬RBA11¬Musgrove Park Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
